X1	X2	X3	X4	p_adjusted	X5	X6
2535	ENST00000297063	microcebus_murinus	1.991e-07	1.5332e-05	0.00154300083544304	ENSG00000164542	MATCAP2
2536	ENST00000298738	microcebus_murinus	0	1.3e-09	5.58683783783784e-07	ENSG00000165837	ERICH6B
2537	ENST00000301218	microcebus_murinus	8.7044e-06	0.0005048545	0.0289808353953069	ENSG00000105737	GRIK5
2538	ENST00000302495	microcebus_murinus	2e-10	1.19e-08	3.31968245614035e-06	ENSG00000169495	HTRA4
2539	ENST00000304546	microcebus_murinus	2.4396e-06	0.0001683337	0.0116377137552174	ENSG00000171551	ECEL1
2540	ENST00000306749	microcebus_murinus	4.77e-08	3.4825e-06	0.000430436372093023	ENSG00000169710	FASN
2541	ENST00000308268	microcebus_murinus	2.72e-07	1.87702e-05	0.00181736865636364	ENSG00000154611	PSMA8
2542	ENST00000308354	microcebus_murinus	5.3e-08	2.4905e-06	0.000318210812	ENSG00000120913	PDLIM2
2543	ENST00000308595	microcebus_murinus	5.75e-07	4.31236e-05	0.00353457919381443	ENSG00000173020	GRK2
2544	ENST00000309922	microcebus_murinus	1.8884e-06	0.0001378544	0.009656488169163	ENSG00000174173	TRMT10C
2545	ENST00000310085	microcebus_murinus	9.7328e-06	0.000545038	0.0310632589175627	ENSG00000173013	CCDC96
2546	ENST00000312377	microcebus_murinus	0	0	0	ENSG00000161800	RACGAP1
2547	ENST00000313566	microcebus_murinus	0	2e-10	1.22315384615385e-07	ENSG00000100478	AP4S1
2548	ENST00000313899	microcebus_murinus	4.9483e-06	0.0003166901	0.0194428157532819	ENSG00000138668	HNRNPD
2549	ENST00000314520	microcebus_murinus	1.657e-06	0.0001209576	0.00866372431351351	ENSG00000179455	MKRN3
2550	ENST00000315005	microcebus_murinus	1.39683e-05	0.0005866668	0.0330801020808511	ENSG00000161692	DBF4B
2551	ENST00000315658	microcebus_murinus	8.1627e-06	0.0005224155	0.0298810390845324	ENSG00000115459	ELMOD3
2552	ENST00000319555	microcebus_murinus	0	0	0	ENSG00000179588	ZFPM1
2553	ENST00000320574	microcebus_murinus	2.2249e-06	0.0001690955	0.0116397729242424	ENSG00000177084	POLE
2554	ENST00000323205	microcebus_murinus	4.7e-09	3.509e-07	5.93580946808511e-05	ENSG00000100116	GCAT
2555	ENST00000323716	microcebus_murinus	8.434e-07	6.07215e-05	0.00480364463432836	ENSG00000170632	ARMC10
2556	ENST00000326665	microcebus_murinus	4.12e-07	2.55453e-05	0.00229489161186441	ENSG00000178965	ERICH3
2557	ENST00000326724	microcebus_murinus	5.9265e-06	0.0003852213	0.0229415876078652	ENSG00000181409	AATK
2558	ENST00000328914	microcebus_murinus	2.1e-09	1.353e-07	2.8685404e-05	ENSG00000164916	FOXK1
2559	ENST00000331782	microcebus_murinus	2.29e-08	1.6723e-06	0.000230427422413793	ENSG00000184916	JAG2
2560	ENST00000333026	microcebus_murinus	1.1904e-06	7.97536e-05	0.00601024641516588	ENSG00000184210	DGAT2L6
2561	ENST00000333425	microcebus_murinus	3.055e-07	2.2305e-05	0.00205012604046243	ENSG00000140451	PIF1
2562	ENST00000334701	microcebus_murinus	3.52e-08	2.462e-06	0.000318210812	ENSG00000080824	HSP90AA1
2563	ENST00000335071	microcebus_murinus	8.9755e-06	0.0005834094	0.0330134977558719	ENSG00000186790	FOXE3
2564	ENST00000335351	microcebus_murinus	5e-10	3.46e-08	8.596478125e-06	ENSG00000101190	TCFL5
2565	ENST00000337323	microcebus_murinus	3.31e-08	1.6554e-06	0.000230427422413793	ENSG00000127377	CRYGN
2566	ENST00000337554	microcebus_murinus	3.8669e-06	0.0002745486	0.0175325192313253	ENSG00000100300	TSPO
2567	ENST00000337755	microcebus_murinus	2.0251e-06	0.000135684	0.00958893904	ENSG00000161013	MGAT4B
2568	ENST00000338333	microcebus_murinus	9.2845e-06	0.0005663549	0.0321628902317857	ENSG00000188573	FBLL1
2569	ENST00000338875	microcebus_murinus	3.418e-07	2.22161e-05	0.00205012604046243	ENSG00000187821	HELT
2570	ENST00000338969	microcebus_murinus	3.309e-07	2.34917e-05	0.0021467903545977	ENSG00000100505	TRIM9
2571	ENST00000339394	microcebus_murinus	0	4e-10	1.92739393939394e-07	ENSG00000162512	SDC3
2572	ENST00000340027	microcebus_murinus	2.3e-09	1.288e-07	2.76763351351351e-05	ENSG00000204475	NCR3
2573	ENST00000340116	microcebus_murinus	2.21e-08	1.4355e-06	0.00020750805	ENSG00000132199	ENOSF1
2574	ENST00000340990	microcebus_murinus	1.159e-07	8.689e-06	0.000950858017808219	ENSG00000159346	ADIPOR1
2575	ENST00000341083	microcebus_murinus	6.82e-08	4.2952e-06	0.000509686382089552	ENSG00000165626	BEND7
2576	ENST00000341413	microcebus_murinus	0	1.2e-09	5.30033333333333e-07	ENSG00000103253	HAGHL
2577	ENST00000341458	microcebus_murinus	2e-10	1.69e-08	4.60859491525424e-06	ENSG00000101049	SGK2
2578	ENST00000342784	microcebus_murinus	5e-10	3.85e-08	9.13714179104478e-06	ENSG00000105137	SYDE1
2579	ENST00000343262	microcebus_murinus	0	0	0	ENSG00000140988	RPS2
2580	ENST00000344773	microcebus_murinus	2.8039e-06	0.000193466	0.0131334410995745	ENSG00000158019	BABAM2
2581	ENST00000345165	microcebus_murinus	5e-10	3.61e-08	8.83117076923077e-06	ENSG00000162004	CCDC78
2582	ENST00000355797	microcebus_murinus	9.6e-09	5.647e-07	9.14548424242424e-05	ENSG00000182534	MXRA7
2583	ENST00000357199	microcebus_murinus	5.097e-07	3.31276e-05	0.00281690891764706	ENSG00000158901	WFDC8
2584	ENST00000357849	microcebus_murinus	9.1656e-06	0.0006599255	0.0367424295804196	ENSG00000121022	COPS5
2585	ENST00000358130	microcebus_murinus	5.0083e-06	0.0003004995	0.0186650099589844	ENSG00000198157	HMGN5
2586	ENST00000358473	microcebus_murinus	7.2769e-06	0.0003711201	0.0222686064532075	ENSG00000125375	DMAC2L
2587	ENST00000360356	microcebus_murinus	4.9e-09	3.396e-07	5.86954304347826e-05	ENSG00000138496	PARP9
2588	ENST00000360403	microcebus_murinus	3e-10	1.88e-08	4.98231333333333e-06	ENSG00000070785	EIF2B3
2589	ENST00000360990	microcebus_murinus	1.367e-06	9.97898e-05	0.00734610004537037	ENSG00000115041	KCNIP3
2590	ENST00000361264	microcebus_murinus	7.893e-07	5.84105e-05	0.0046439268025	ENSG00000198876	DCAF12
2591	ENST00000361835	microcebus_murinus	7.147e-07	4.21656e-05	0.00347396479585492	ENSG00000143297	FCRL5
2592	ENST00000366898	microcebus_murinus	2.52e-08	1.79e-06	0.000241210084745763	ENSG00000185345	PRKN
2593	ENST00000366988	microcebus_murinus	1.33689e-05	0.000922454	0.0486701072443709	ENSG00000117691	NENF
2594	ENST00000367067	microcebus_murinus	4.0978e-06	0.0002663573	0.0170780138197581	ENSG00000196352	CD55
2595	ENST00000367129	microcebus_murinus	3.366e-07	2.18766e-05	0.00203426793333333	ENSG00000196550	FAM72A
2596	ENST00000367796	microcebus_murinus	1.05e-07	7.3502e-06	0.000834825215714286	ENSG00000198734	F5
2597	ENST00000367851	microcebus_murinus	4.103e-06	0.0002995156	0.0186650099589844	ENSG00000143199	ADCY10
2598	ENST00000367943	microcebus_murinus	0	1.7e-09	6.93120512820513e-07	ENSG00000081721	DUSP12
2599	ENST00000368076	microcebus_murinus	0	9e-10	4.20908823529412e-07	ENSG00000162734	PEA15
2600	ENST00000368128	microcebus_murinus	0	0	0	ENSG00000079819	EPB41L2
2601	ENST00000368186	microcebus_murinus	8.8e-07	4.9279e-05	0.00401838655897436	ENSG00000160856	FCRL3
2602	ENST00000368336	microcebus_murinus	1.05e-08	7.903e-07	0.000118552455660377	ENSG00000132676	DAP3
2603	ENST00000368636	microcebus_murinus	4.8364e-06	0.000290183	0.0182810968758893	ENSG00000176171	BNIP3
2604	ENST00000368742	microcebus_murinus	0	2.3e-09	8.50518604651163e-07	ENSG00000203782	LORICRIN
2605	ENST00000369352	microcebus_murinus	8.2303e-06	0.000436205	0.0253142179014599	ENSG00000135355	GJA10
2606	ENST00000370031	microcebus_murinus	4.291e-07	3.04674e-05	0.00265892224432432	ENSG00000162639	HENMT1
2607	ENST00000370834	microcebus_murinus	5.284e-06	0.0003593118	0.0216417308022727	ENSG00000117054	ACADM
2608	ENST00000371378	microcebus_murinus	4.695e-07	3.00473e-05	0.00263968020607735	ENSG00000081870	IFT25
2609	ENST00000371546	microcebus_murinus	2.932e-06	0.0002140333	0.0143570863920168	ENSG00000176884	GRIN1
2610	ENST00000371600	microcebus_murinus	4.267e-07	2.64562e-05	0.0023501678	ENSG00000107281	NPDC1
2611	ENST00000371696	microcebus_murinus	4.4e-09	3.148e-07	5.62430876404494e-05	ENSG00000169692	AGPAT2
2612	ENST00000372642	microcebus_murinus	0	4e-10	1.92739393939394e-07	ENSG00000167136	ENDOG
2613	ENST00000373079	microcebus_murinus	1.15933e-05	0.0007187864	0.0394118018841379	ENSG00000186310	NAP1L3
2614	ENST00000373414	microcebus_murinus	2.578e-07	1.263e-05	0.00130408850649351	ENSG00000240224	NA
2615	ENST00000373691	microcebus_murinus	2.947e-07	1.88583e-05	0.00181736865636364	ENSG00000186810	CXCR3
2616	ENST00000374694	microcebus_murinus	0	0	0	ENSG00000177283	FZD8
2617	ENST00000375331	microcebus_murinus	5.2995e-06	0.0003444671	0.0208532969209125	ENSG00000204344	STK19
2618	ENST00000376561	microcebus_murinus	5.715e-07	3.65771e-05	0.00307731464074074	ENSG00000085733	CTTN
2619	ENST00000376894	microcebus_murinus	1.279e-06	8.95291e-05	0.00671510480707547	ENSG00000204655	MOG
2620	ENST00000376980	microcebus_murinus	6.93e-08	5.2687e-06	0.000616011755147059	ENSG00000136770	DNAJC1
2621	ENST00000377208	microcebus_murinus	3.1e-09	1.664e-07	3.307408e-05	ENSG00000152192	POU4F1
2622	ENST00000377348	microcebus_murinus	6.43e-07	3.98686e-05	0.00333658215052632	ENSG00000160948	VPS28
2623	ENST00000377560	microcebus_murinus	4.2e-09	3.263e-07	5.76499588888889e-05	ENSG00000173064	HECTD4
2624	ENST00000377893	microcebus_murinus	0	3e-10	1.5901e-07	ENSG00000158292	GPR153
2625	ENST00000378555	microcebus_murinus	4.596e-07	2.61952e-05	0.00234005547865169	ENSG00000128567	PODXL
2626	ENST00000378588	microcebus_murinus	5.8434e-06	0.0004031934	0.0236574843298893	ENSG00000165168	CYBB
2627	ENST00000378615	microcebus_murinus	2e-10	1.71e-08	4.60859491525424e-06	ENSG00000149179	CSTPP1
2628	ENST00000378625	microcebus_murinus	2e-10	8.9e-09	2.6701679245283e-06	ENSG00000008130	NADK
2629	ENST00000379170	microcebus_murinus	1.06638e-05	0.0007997864	0.0434041076668942	ENSG00000050393	MCUR1
2630	ENST00000379198	microcebus_murinus	2.9081e-06	0.0001715788	0.0117598038741379	ENSG00000176022	B3GALT6
2631	ENST00000379500	microcebus_murinus	3.3e-09	2.205e-07	4.12490647058824e-05	ENSG00000089505	CMTM1
2632	ENST00000379996	microcebus_murinus	0	3e-10	1.5901e-07	ENSG00000008086	CDKL5
2633	ENST00000380610	microcebus_murinus	1.3e-09	9.4e-08	2.04752602739726e-05	ENSG00000061273	HDAC7
2634	ENST00000381135	microcebus_murinus	2.1e-09	1.478e-07	3.01915141025641e-05	ENSG00000159200	RCAN1
2635	ENST00000381761	microcebus_murinus	0	1.7e-09	6.93120512820513e-07	ENSG00000166762	CATSPER2
2636	ENST00000381989	microcebus_murinus	0	0	0	ENSG00000102699	PARP4
2637	ENST00000382376	microcebus_murinus	2.891e-07	1.61872e-05	0.00161882180628931	ENSG00000186458	DEFB132
2638	ENST00000382477	microcebus_murinus	1.913e-07	1.2049e-05	0.00126046808552632	ENSG00000099625	CBARP
2639	ENST00000383710	microcebus_murinus	8.22e-06	0.0006247191	0.0349776704545775	ENSG00000163618	CADPS
2640	ENST00000389394	microcebus_murinus	2e-09	1.438e-07	3.00863657894737e-05	ENSG00000115423	DNAH6
2641	ENST00000390654	microcebus_murinus	6e-08	4.4414e-06	0.000523131121481481	ENSG00000050767	COL23A1
2642	ENST00000393217	microcebus_murinus	9.7185e-06	0.00066086	0.0367424295804196	ENSG00000133640	LRRIQ1
2643	ENST00000393227	microcebus_murinus	1.46e-08	1.0247e-06	0.000149483988073394	ENSG00000108848	LUC7L3
2644	ENST00000393437	microcebus_murinus	1.3683e-06	6.70473e-05	0.00522607410441177	ENSG00000170500	LONRF2
2645	ENST00000396197	microcebus_murinus	6.93e-07	5.19741e-05	0.0042165314494898	ENSG00000151116	UEVLD
2646	ENST00000396432	microcebus_murinus	3.7299e-06	0.0002797404	0.0177926084016	ENSG00000107863	ARHGAP21
2647	ENST00000400457	microcebus_murinus	2e-10	9.8e-09	2.88573703703704e-06	ENSG00000099715	PCDH11Y
2648	ENST00000400522	microcebus_murinus	3.753e-07	2.43916e-05	0.00221629046628571	ENSG00000215529	EFCAB8
2649	ENST00000400590	microcebus_murinus	1e-10	8.1e-09	2.50746538461539e-06	ENSG00000180776	ZDHHC20
2650	ENST00000402291	microcebus_murinus	3.2333e-06	0.0002424951	0.0158679612555556	ENSG00000162929	SANBR
2651	ENST00000402301	microcebus_murinus	8.6e-09	5.694e-07	9.14548424242424e-05	ENSG00000103275	UBE2I
2652	ENST00000404283	microcebus_murinus	3e-09	2.138e-07	4.07368476190476e-05	ENSG00000130294	KIF1A
2653	ENST00000404951	microcebus_murinus	1.36874e-05	0.0007664951	0.0418832941068729	ENSG00000170419	VSTM2A
2654	ENST00000406452	microcebus_murinus	4.5123e-06	0.0003384233	0.0206178884800766	ENSG00000176623	RMDN1
2655	ENST00000408965	microcebus_murinus	4.687e-07	3.09352e-05	0.00265892224432432	ENSG00000221869	CEBPD
2656	ENST00000409235	microcebus_murinus	9.336e-07	6.81534e-05	0.00526071462815534	ENSG00000099338	CATSPERG
2657	ENST00000409262	microcebus_murinus	8.0882e-06	0.000606616	0.0340841025300353	ENSG00000187605	TET3
2658	ENST00000409652	microcebus_murinus	2.1448e-06	0.0001136726	0.0082913211587156	ENSG00000221963	APOL6
2659	ENST00000409687	microcebus_murinus	3.947e-07	2.52614e-05	0.00228228137159091	ENSG00000186193	SAPCD2
2660	ENST00000413459	microcebus_murinus	0	0	0	ENSG00000162066	AMDHD2
2661	ENST00000413702	microcebus_murinus	2.474e-07	1.26153e-05	0.00130408850649351	ENSG00000171195	MUC7
2662	ENST00000422730	microcebus_murinus	1.2484e-06	6.24183e-05	0.00491343261534654	ENSG00000229637	PRAC2
2663	ENST00000423734	microcebus_murinus	1.1141e-06	6.79626e-05	0.00526071462815534	ENSG00000135185	TMEM243
2664	ENST00000424296	microcebus_murinus	2.947e-07	2.09205e-05	0.00195680512058824	ENSG00000155085	AK9
2665	ENST00000425164	microcebus_murinus	1.7e-09	9.39e-08	2.04752602739726e-05	ENSG00000224383	PRR29
2666	ENST00000427575	microcebus_murinus	1.5933e-06	0.0001099386	0.00805591556958525	ENSG00000129932	DOHH
2667	ENST00000434263	microcebus_murinus	9.6e-09	6.606e-07	0.000104001986138614	ENSG00000182732	RGS6
2668	ENST00000434748	microcebus_murinus	0	0	0	ENSG00000112787	FBRSL1
2669	ENST00000436361	microcebus_murinus	1.54343e-05	0.0006945429	0.0383469675447917	ENSG00000186038	HTR3E
2670	ENST00000441173	microcebus_murinus	3.3e-09	1.515e-07	3.04936898734177e-05	ENSG00000188186	LAMTOR4
2671	ENST00000441801	microcebus_murinus	1.0291e-06	6.89511e-05	0.00529657701014493	ENSG00000162458	FBLIM1
2672	ENST00000443236	microcebus_murinus	3.2e-09	1.481e-07	3.01915141025641e-05	ENSG00000160111	CPAMD8
2673	ENST00000444310	microcebus_murinus	2.559e-07	1.68901e-05	0.001678559250625	ENSG00000205832	C16orf96
2674	ENST00000445101	microcebus_murinus	7.8563e-06	0.0004870887	0.0281643542498182	ENSG00000233198	RNF224
2675	ENST00000445220	microcebus_murinus	9.371e-07	6.46601e-05	0.0050648288182266	ENSG00000251322	SHANK3
2676	ENST00000445716	microcebus_murinus	5.417e-07	3.62959e-05	0.00306989949946809	ENSG00000234545	FAM133B
2677	ENST00000447102	microcebus_murinus	1.8546e-06	0.0001168381	0.00844473921863636	ENSG00000130005	GAMT
2678	ENST00000447241	microcebus_murinus	0	1.9e-09	7.19330952380952e-07	ENSG00000204296	TSBP1
2679	ENST00000451172	microcebus_murinus	2.958e-07	1.95208e-05	0.0018698809686747	ENSG00000214216	IQCJ
2680	ENST00000452892	microcebus_murinus	2.4504e-06	0.0001837793	0.0125419512845494	ENSG00000101331	CCM2L
2681	ENST00000452898	microcebus_murinus	1.02e-08	7.411e-07	0.000114410010679612	ENSG00000155903	RASA2
2682	ENST00000455934	microcebus_murinus	8.15e-08	5.8661e-06	0.000675919247101449	ENSG00000023228	NDUFS1
2683	ENST00000456048	microcebus_murinus	4.6999e-06	0.000328991	0.02012033035	ENSG00000183597	TANGO2
2684	ENST00000456580	microcebus_murinus	1.8446e-06	0.0001309664	0.0093385503426009	ENSG00000149260	CAPN5
2685	ENST00000456935	microcebus_murinus	1.7088e-06	0.0001144875	0.00831262893835616	ENSG00000104774	MAN2B1
2686	ENST00000457363	microcebus_murinus	4.1316e-06	0.0002974782	0.0186228380244094	ENSG00000124227	ANKRD60
2687	ENST00000462833	microcebus_murinus	1.503e-07	1.11253e-05	0.00117154566423841	ENSG00000173175	ADCY5
2688	ENST00000464300	microcebus_murinus	2.1418e-06	9.20974e-05	0.00687530872018779	ENSG00000173200	PARP15
2689	ENST00000471903	microcebus_murinus	2.924e-07	1.78342e-05	0.00175050379135802	ENSG00000188610	FAM72B
2690	ENST00000472509	microcebus_murinus	1.4221e-05	0.0009243678	0.0486701072443709	ENSG00000106290	TAF6
2691	ENST00000479613	microcebus_murinus	3.677e-07	1.50752e-05	0.00152682009681529	ENSG00000171130	ATP6V0E2
2692	ENST00000483017	microcebus_murinus	5e-10	3.02e-08	7.79661935483871e-06	ENSG00000182809	CRIP2
2693	ENST00000484243	microcebus_murinus	7.855e-07	5.41979e-05	0.00437462339035533	ENSG00000213625	LEPROT
2694	ENST00000487273	microcebus_murinus	1.144e-07	8.4665e-06	0.000934901503472222	ENSG00000168615	ADAM9
2695	ENST00000489426	microcebus_murinus	1.23e-08	9.077e-07	0.000133642015740741	ENSG00000184343	SRPK3
2696	ENST00000497081	microcebus_murinus	1.238e-07	8.2961e-06	0.000922491511188811	ENSG00000166482	MFAP4
2697	ENST00000506729	microcebus_murinus	1.2e-08	7.808e-07	0.000118242864761905	ENSG00000205359	SLCO6A1
2698	ENST00000509580	microcebus_murinus	4.4794e-06	0.0003449102	0.0208532969209125	ENSG00000113763	UNC5A
2699	ENST00000513748	microcebus_murinus	0	0	0	ENSG00000182575	NXPH3
2700	ENST00000514277	microcebus_murinus	3.2e-08	2.3382e-06	0.00030475178852459	ENSG00000250067	YJEFN3
2701	ENST00000519065	microcebus_murinus	1.785e-07	1.32086e-05	0.00135503192645161	ENSG00000196591	HDAC2
2702	ENST00000520527	microcebus_murinus	3.4343e-06	0.000257576	0.0166492519349593	ENSG00000076554	TPD52
2703	ENST00000522353	microcebus_murinus	2.761e-07	1.49103e-05	0.00151979923269231	ENSG00000255408	PCDHA3
2704	ENST00000523116	microcebus_murinus	8e-10	3.27e-08	8.25337619047619e-06	ENSG00000104660	LEPROTL1
2705	ENST00000524782	microcebus_murinus	0	0	0	ENSG00000149182	ARFGAP2
2706	ENST00000524981	microcebus_murinus	2.428e-07	1.8454e-05	0.00180022732515337	ENSG00000188596	CFAP54
2707	ENST00000526136	microcebus_murinus	1.35e-08	6.87e-07	0.000107097911764706	ENSG00000204969	PCDHA2
2708	ENST00000527701	microcebus_murinus	1.284e-07	5.3915e-06	0.000625768186131387	ENSG00000184571	PIWIL3
2709	ENST00000531205	microcebus_murinus	0	1.9e-09	7.19330952380952e-07	ENSG00000185187	SIGIRR
2710	ENST00000533683	microcebus_murinus	0	0	0	ENSG00000141858	SAMD1
2711	ENST00000537592	microcebus_murinus	5e-10	3.04e-08	7.79661935483871e-06	ENSG00000256463	SALL3
2712	ENST00000544017	microcebus_murinus	2.0467e-06	0.0001371271	0.00964804432345133	ENSG00000105197	TIMM50
2713	ENST00000545862	microcebus_murinus	1e-10	3.8e-09	1.25882916666667e-06	ENSG00000183048	SLC25A10
2714	ENST00000546424	microcebus_murinus	6.724e-06	0.0004908539	0.028279231390942	ENSG00000132906	CASP9
2715	ENST00000550347	microcebus_murinus	4.7e-09	2.645e-07	4.89048197674419e-05	ENSG00000139620	KANSL2
2716	ENST00000551649	microcebus_murinus	0	0	0	ENSG00000130477	UNC13A
2717	ENST00000552150	microcebus_murinus	1.05e-08	5.571e-07	9.13241969072165e-05	ENSG00000170421	KRT8
2718	ENST00000553443	microcebus_murinus	1.0532e-06	6.95141e-05	0.00531415242355769	ENSG00000139865	TTC6
2719	ENST00000559717	microcebus_murinus	4.5e-09	3.301e-07	5.76804406593407e-05	ENSG00000196547	MAN2A2
2720	ENST00000561096	microcebus_murinus	2.9e-09	1.784e-07	3.45943707317073e-05	ENSG00000105419	MEIS3
2721	ENST00000561198	microcebus_murinus	5.7605e-06	0.0002822631	0.0178815360681275	ENSG00000137875	BCL2L10
2722	ENST00000569532	microcebus_murinus	2.2875e-06	0.0001464012	0.0102101994789474	ENSG00000170537	TMC7
2723	ENST00000570156	microcebus_murinus	8e-10	3.67e-08	8.8419196969697e-06	ENSG00000154358	OBSCN
2724	ENST00000572006	microcebus_murinus	8.4e-09	5.223e-07	8.6511378125e-05	ENSG00000162076	FLYWCH2
2725	ENST00000573081	microcebus_murinus	6.034e-07	2.8961e-05	0.00255838256111111	ENSG00000183979	NPB
2726	ENST00000576222	microcebus_murinus	1e-10	3.1e-09	1.04878936170213e-06	ENSG00000262209	PCDHGB3
2727	ENST00000576431	microcebus_murinus	1.11335e-05	0.0007125414	0.0392045702470588	ENSG00000225663	MCRIP1
2728	ENST00000585316	microcebus_murinus	1.2243e-06	7.83542e-05	0.00593290540095238	ENSG00000265763	ZNF488
2729	ENST00000587896	microcebus_murinus	3.7732e-06	0.0001584753	0.0110039988877729	ENSG00000099622	CIRBP
2730	ENST00000588282	microcebus_murinus	0	3e-10	1.5901e-07	ENSG00000108639	SYNGR2
2731	ENST00000589342	microcebus_murinus	0	1.1e-09	4.99745714285714e-07	ENSG00000161544	CYGB
2732	ENST00000598585	microcebus_murinus	1.56e-08	8.44e-07	0.000125424710280374	ENSG00000161671	EMC10
2733	ENST00000600359	microcebus_murinus	4.6914e-06	0.0002908696	0.0182810968758893	ENSG00000130518	IQCN
2734	ENST00000602452	microcebus_murinus	5.3468e-06	0.0003956646	0.0233017140911111	ENSG00000269964	MEI4
2735	ENST00000612238	microcebus_murinus	2.34e-08	1.6396e-06	0.000230427422413793	ENSG00000137101	CD72
2736	ENST00000612778	microcebus_murinus	3.36e-07	2.04959e-05	0.00195152877784431	ENSG00000185499	MUC1
2737	ENST00000613852	microcebus_murinus	1.98e-08	1.4885e-06	0.000211327129464286	ENSG00000124357	NAGK
2738	ENST00000615367	microcebus_murinus	7.13e-08	3.492e-06	0.000430436372093023	ENSG00000168594	ADAM29
2739	ENST00000615445	microcebus_murinus	6.296e-07	4.02961e-05	0.00335162437447917	ENSG00000149177	PTPRJ
2740	ENST00000615637	microcebus_murinus	3.406e-07	2.07757e-05	0.00195475979704142	ENSG00000251493	FOXD1
2741	ENST00000618781	microcebus_murinus	3.1044e-06	0.0002204103	0.01466129841125	ENSG00000137078	SIT1
2742	ENST00000620267	microcebus_murinus	5.4601e-06	0.0002238642	0.0147703927145228	ENSG00000277481	PKD1L3
2743	ENST00000620347	microcebus_murinus	4.4e-09	3.015e-07	5.44789943181818e-05	ENSG00000162383	SLC1A7
2744	ENST00000620755	microcebus_murinus	1.7624e-06	0.0001180806	0.00849592588506787	ENSG00000103512	NOMO1
2745	ENST00000622188	microcebus_murinus	6.5e-09	4.376e-07	7.32450273684211e-05	ENSG00000124785	NRN1
2746	ENST00000622483	microcebus_murinus	8e-10	5.1e-08	1.17529130434783e-05	ENSG00000140479	PCSK6
2747	ENST00000627305	microcebus_murinus	1.065e-07	6.1791e-06	0.000706862367625899	ENSG00000155368	DBI
2748	ENST00000632600	microcebus_murinus	1.47565e-05	0.0008706311	0.0467699497334459	ENSG00000282815	TEX13C
2749	ENST00000634670	microcebus_murinus	1.28375e-05	0.0006675515	0.0369851442560976	ENSG00000283039	KLF18
2750	ENST00000639885	microcebus_murinus	3.1613e-06	0.0002212887	0.01466129841125	ENSG00000140553	UNC45A
2751	ENST00000640271	microcebus_murinus	1.94108e-05	0.0009123082	0.0483553756273333	ENSG00000284188	C1orf202
2752	ENST00000640540	microcebus_murinus	1e-10	8.2e-09	2.50746538461539e-06	ENSG00000197563	PIGN
2753	ENST00000640821	microcebus_murinus	9.4e-09	6.472e-07	0.000102911272	ENSG00000196503	ARL9
2754	ENST00000641981	microcebus_murinus	1.1252e-06	5.73842e-05	0.00458525710653266	ENSG00000284635	SCYGR8
2755	ENST00000644105	microcebus_murinus	2.523e-07	1.0848e-05	0.00114996032	ENSG00000184788	SATL1
2756	ENST00000645034	microcebus_murinus	4.439e-06	0.0002663421	0.0170780138197581	ENSG00000126091	ST3GAL3
2757	ENST00000648272	microcebus_murinus	0	3.1e-09	1.04878936170213e-06	ENSG00000139151	PLCZ1
2758	ENST00000648947	microcebus_murinus	1.05982e-05	0.0008160634	0.0441368167462585	ENSG00000128908	INO80
2759	ENST00000649031	microcebus_murinus	2e-10	1.01e-08	2.89625357142857e-06	ENSG00000106031	HOXA13
2760	ENST00000649352	microcebus_murinus	1.2988e-06	9.35107e-05	0.00694819458271028	ENSG00000066629	EML1
2761	ENST00000650127	microcebus_murinus	0	0	0	ENSG00000177106	EPS8L2
2762	ENST00000650587	microcebus_murinus	1.09384e-05	0.0007984999	0.0434041076668942	ENSG00000188690	UROS
2763	ENST00000650591	microcebus_murinus	1.19938e-05	0.0008755495	0.0468757999983165	ENSG00000184500	PROS1
2764	ENST00000652046	microcebus_murinus	1.072e-06	7.50404e-05	0.0057091741645933	ENSG00000026103	FAS
2765	ENST00000652268	microcebus_murinus	5.42e-08	3.8485e-06	0.000460112770676692	ENSG00000172007	RAB33B
2766	ENST00000669674	microcebus_murinus	8.393e-07	5.70718e-05	0.00458332672626263	ENSG00000187867	PALM3
2767	ENST00000672724	microcebus_murinus	1e-10	5.3e-09	1.71990408163265e-06	ENSG00000130939	UBE4B
2768	ENST00000674088	microcebus_murinus	6.745e-07	4.04699e-05	0.00335162437447917	ENSG00000099834	CDHR5
2769	ENST00000674853	microcebus_murinus	9.92e-08	7.4375e-06	0.000838749556737589	ENSG00000154864	PIEZO2
2770	ENST00000674914	microcebus_murinus	3.4873e-06	0.0002545751	0.0165224435310204	ENSG00000121957	GPSM2
2771	ENST00000023939	papio_anubis	0	0	0	ENSG00000022277	RTF2
2772	ENST00000156626	papio_anubis	4.9502e-06	0.0003019637	0.0171157498696296	ENSG00000070526	ST6GALNAC1
2773	ENST00000194155	papio_anubis	0	0	0	ENSG00000112852	PCDHB2
2774	ENST00000216061	papio_anubis	5e-10	3.44e-08	3.41855584415584e-06	ENSG00000100239	PPP6R2
2775	ENST00000217182	papio_anubis	2e-10	1.6e-08	1.70044444444444e-06	ENSG00000101210	EEF1A2
2776	ENST00000221671	papio_anubis	0	0	0	ENSG00000105072	C19orf44
2777	ENST00000221742	papio_anubis	1.3e-09	9.03e-08	8.27515688622754e-06	ENSG00000105143	SLC1A6
2778	ENST00000228318	papio_anubis	0	2e-10	2.59389830508475e-08	ENSG00000075415	SLC25A3
